qid¥pred_score¥path¥Q¥A¥score
0¥0.9994973¥<成败一知己，生死两妇人>|||<主要人物>|||?y	?y|||<主要成就>|||?x¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥"'""下燕""'	'""垓下破 项羽""'	'""定齐""'	'""平赵""'	'""潍水杀 龙且""'	'""破代""'	'""虏魏""'"¥1.0
0¥0.47059917¥"<成败一知己，生死两妇人>|||<主要人物>|||?x	?x|||<主要成就>|||""定齐"""¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥'<韩信_（汉初三杰之一）>'¥0.0
0¥0.11204448¥"<成败一知己，生死两妇人>|||<主要人物>|||?x	?x|||<主要成就>|||""破代"""¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥'<韩信_（汉初三杰之一）>'¥0.0
1¥0.99542606¥<茂陵_（汉武帝陵寝）>|||<陵主>|||?y	?y|||<在位时间>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""公元前141年―公元前87年""'"¥1.0
1¥0.99128234¥<茂陵_（汉武帝陵寝）>|||<陵主>|||?y	?y|||<逝世日期>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""-87-03-29""'"¥0.0
1¥0.98843515¥?y|||<陵墓>|||<茂陵_（汉武帝陵寝）>	?y|||<在位时间>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""公元前141年―公元前87年""'"¥1.0
2¥0.7484835999999999¥"?x|||<主要成就>|||""光武中兴"""¥"""光武中兴""说的是哪位皇帝？"¥'<百王之王>'¥0.0
2¥0.68547857¥<光武中兴>|||<相关人物>|||?y	?x|||<帝王>|||?y¥"""光武中兴""说的是哪位皇帝？"¥'<建武_（东汉光武帝刘秀年号）>'¥0.0
2¥0.6637876¥"?x|||<重大贡献>|||""光武中兴""	?x|||<重大贡献>|||""恢复汉室江山"""¥"""光武中兴""说的是哪位皇帝？"¥'<光武中兴>'¥0.0
3¥0.8463963¥<李清照_（宋代女词人）>|||<主要作品>|||?y	?y|||<作者>|||?x¥李清照丈夫的代表作品是什么？¥'<李清照_（宋代女词人）>'¥0.0
3¥0.7926684¥<李清照_（李清照 1981年中国大陆电影）>|||<主演>|||?y	?y|||<代表作品>|||?x¥李清照丈夫的代表作品是什么？¥'<暖冬_（气象学名词）>'	'<科协主席>'	'<第十三个名字>'¥0.0
3¥0.73099196¥?y|||<代表人物>|||<李清照_（宋代女词人）>	?y|||<代表作品>|||?x¥李清照丈夫的代表作品是什么？¥'<如梦令·昨夜雨疏风骤>'	'<雨霖铃·寒蝉凄切>'¥0.0
4¥0.9969819¥<兰陵王_（北齐徐州兰陵郡王）>|||<别称>|||?x	?x|||<别称>|||<兰陵王_（北齐徐州兰陵郡王）>¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
4¥0.99698186¥<兰陵王_（北齐徐州兰陵郡王）>|||<别称>|||?x	?x|||<别称>|||<兰陵王_（北齐徐州兰陵郡王）>¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
4¥0.99546725¥<兰陵王_（北齐徐州兰陵郡王）>|||<别称>|||?y	?y|||<别称>|||?x¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
5¥0.9985857¥<西厢记_（元代王实甫著古典戏剧）>|||<又名>|||?x¥《西厢记》又名什么？¥"'""《崔莺莺待月西厢记》""'"¥1.0
5¥0.99820685¥<西厢记_（元代王实甫著古典戏剧）>|||<作者>|||?y	?y|||<别名>|||?x¥《西厢记》又名什么？¥"'""王德信""'"¥0.0
5¥0.99727845¥?y|||<代表作品>|||<西厢记_（元代王实甫著古典戏剧）>	?y|||<作品名称>|||?x¥《西厢记》又名什么？¥"'""元代戏曲""'"¥0.0
