qid¥pred_score¥path¥Q¥A¥score
0¥0.99975497¥<成败一知己，生死两妇人>|||<主要人物>|||?y	?y|||<主要成就>|||?x¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥"'""下燕""'	'""垓下破 项羽""'	'""定齐""'	'""平赵""'	'""潍水杀 龙且""'	'""破代""'	'""虏魏""'"¥1.0
0¥0.99842817¥"?y|||<中文名>|||""成败一知己，生死两妇人""	?y|||<主要人物>|||?x"¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥'<韩信_（汉初三杰之一）>'¥0.0
0¥0.99146974¥<成败一知己，生死两妇人>|||<主要人物>|||?x	<成败一知己>|||<主要人物>|||?x¥"""成败一知己，生死两妇人""所说的人物有什么重大成就？"¥'<韩信_（汉初三杰之一）>'¥0.0
1¥0.9997176¥?y|||<坟墓>|||<茂陵_（汉武帝陵寝）>	?y|||<逝世日期>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""1522""'"¥0.0
1¥0.9996741¥<茂陵_（汉武帝陵寝）>|||<陵主>|||?y	?y|||<在位时间>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""公元前141年―公元前87年""'"¥1.0
1¥0.9995171¥<茂陵_（汉武帝陵寝）>|||<陵主>|||?y	?y|||<逝世日期>|||?x¥葬于茂陵的皇帝在位于哪段时间？¥"'""-87-03-29""'"¥0.0
2¥0.99940836¥<光武中兴>|||<相关人物>|||?y	?x|||<皇帝>|||?y¥"""光武中兴""说的是哪位皇帝？"¥'<57年>'	'<东汉灭蜀之战>'	'<公元31年>'¥0.0
2¥0.99866945¥<光武中兴>|||<相关人物>|||?y	?x|||<帝王>|||?y¥"""光武中兴""说的是哪位皇帝？"¥'<建武_（东汉光武帝刘秀年号）>'¥0.0
2¥0.99521744¥<光武中兴>|||<相关人物>|||?y	?y|||<在位>|||?x¥"""光武中兴""说的是哪位皇帝？"¥"'""称帝33年""'	'""称王2年""'"¥0.0
3¥0.9998976¥<李清照_（宋代女词人）>|||<配偶>|||?y	?y|||<代表作品>|||?x¥李清照丈夫的代表作品是什么？¥'<金石录>'¥1.0
3¥0.99875224¥?y|||<作者>|||<李清照_（宋代女词人）>	?y|||<相关作品>|||?x¥李清照丈夫的代表作品是什么？¥'<打马图序>'	'<打马赋>'	'<金石录>'¥0.5
3¥0.99136615¥?y|||<代表作品>|||<李清照_（宋代女词人）>	?x|||<配偶>|||?y¥李清照丈夫的代表作品是什么？¥'<耿其昌>'¥0.0
4¥0.99984753¥<兰陵王_（北齐徐州兰陵郡王）>|||<别称>|||?x¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
4¥0.9998800999999999¥<兰陵王_（北齐徐州兰陵郡王）>|||<爵位>|||?y	?y|||<别称>|||?x¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
4¥0.9998199000000001¥<兰陵王_（北齐徐州兰陵郡王）>|||<别称>|||?x	?x|||<爵位>|||<兰陵王_（北齐徐州兰陵郡王）>¥"""兰陵王""是对谁的尊称？"¥'<兰陵王_（北齐徐州兰陵郡王）>'¥0.0
5¥0.9999343¥?y|||<代表作品>|||<西厢记_（元代王实甫著古典戏剧）>	?y|||<别名>|||?x¥《西厢记》又名什么？¥"'""叶端章""'	'""名骥、.蒲梢""'	'""四大小生""'	'""夏仪、奇奇""'	'""尚涛、""'	'""尹喜花""'	'""张正麟""'	'""张活游""'	'""张金寿""'	'""无""'	'""昵称：茅毛、茅茅""'	'""滕家鸣，滕玉隐""'	'""玉牡丹""'	'""王德信""'	'""缅希科夫""'	'""葛淮""'	'""蒋火成""'	'""贝贝""'	'""钱多多""'	'""阎桂荣""'	'""阿涛、阿涛老师""'	'""陈章侯、陈老莲""'	'""颜佳""'"¥0.0
5¥0.99992543¥<西厢记_（元代王实甫著古典戏剧）>|||<作者>|||?y	?y|||<别名>|||?x¥《西厢记》又名什么？¥"'""王德信""'"¥0.0
5¥0.99991304¥?y|||<代表作品>|||<西厢记_（元代王实甫著古典戏剧）>	?y|||<中文名>|||?x¥《西厢记》又名什么？¥"'""严华""'	'""何英""'	'""何非凡""'	'""何顺信""'	'""侯曜""'	'""傅迦""'	'""列夫·尼古拉耶维奇·缅希科夫""'	'""华怡青""'	'""古文章""'	'""叶盛兰""'	'""周云娟""'	'""周奇奇""'	'""周正平""'	'""尚涛""'	'""尹桂芳""'	'""屈文中""'	'""庞国华""'	'""康健""'	'""张传芳""'	'""张君秋""'	'""张干裕""'	'""张新华""'	'""张永梅""'	'""张金月""'	'""徐晓燕""'	'""徐调孚""'	'""施海涛""'	'""朱东韵""'	'""朱来成""'	'""李善""'	'""李慧琴""'	'""李述之""'	'""杨淑蕊""'	'""杨镜心""'	'""柳青""'	'""欧云轩""'	'""欧阳慧娴""'	'""武俊英""'	'""沈丰英""'	'""王叔晖""'	'""王实甫""'	'""翁佳慧""'	'""耿晓霞""'	'""胡曼霞""'	'""茅威涛""'	'""萧云峰""'	'""葛次江""'	'""董柯娣""'	'""董瑶琴""'	'""董萍""'	'""董雪平""'	'""蒋玉昆""'	'""蔡瑶铣""'	'""袁梦娅""'	'""袁雪芬""'	'""谢美仙""'	'""谷秀荣""'	'""赵秀君""'	'""赵蓓瑛""'	'""边玉洁""'	'""邢""'	'""郭岩""'	'""阎立品""'	'""陈佩卿""'	'""陈彩娟""'	'""陈彩英""'	'""陈洪绶、陈莲子、陈胥岸""'	'""颜恝""'	'""马加奇""'	'""马广儒""'	'""高佩""'	'""魏松""'	'""黎民伟""'"¥0.0
6¥0.99994695¥<白炽灯>|||<发明者>|||?y	?y|||<国籍>|||?x¥白炽灯是哪国人发明的？¥'<美国_（美利坚合众国）>'¥1.0
6¥0.9996834000000001¥<白炽灯>|||<发明者>|||?x	?x|||<国籍>|||<美国_（美利坚合众国）>¥白炽灯是哪国人发明的？¥'<托马斯·阿尔瓦·爱迪生>'¥0.0
6¥0.9991145¥"?x|||<发展历史>|||""白炽灯""	?x|||<发展历史>|||""爱迪生发明了"""¥白炽灯是哪国人发明的？¥'<公共建筑采光>'¥0.0
7¥0.99987984¥?y|||<妹妹>|||<薛宝钗>	?y|||<别名>|||?x¥薛宝钗的哥哥外号叫什么？¥"'""呆霸王""'"¥1.0
7¥0.999711¥"?y|||<中文名>|||""薛宝钗""	?y|||<别名>|||?x"¥薛宝钗的哥哥外号叫什么？¥"'""蘅芜君，宝丫头，宝姐姐""'"¥0.0
7¥0.9996775¥?y|||<妹妹>|||<薛宝钗>	?y|||<中文名>|||?x¥薛宝钗的哥哥外号叫什么？¥"'""薛蟠""'"¥0.0
8¥0.9999594999999999¥"?y|||<本名>|||""秦桧""	?y|||<出生地>|||?x"¥历史上的秦桧是哪里人？¥'<黄州_（湖北黄冈市辖区）>'¥1.0
8¥0.9998892¥<秦桧_（《聊斋志异》篇目）>|||<作者>|||?y	?y|||<出生地>|||?x¥历史上的秦桧是哪里人？¥'<山东_（中国山东省）>'	'<淄博>'¥0.0
8¥0.99984413¥<秦桧_（南宋著名奸臣）>|||<出生地>|||?y	?y|||<人口>|||?x¥历史上的秦桧是哪里人？¥"'""380000""'"¥0.0
9¥0.9999159¥<清华大学>|||<校训>|||?x¥清华大学的校训是什么？¥'<厚德载物_（成语）>'	'<自强不息>'¥1.0
9¥0.99978197¥<清华大学建校>|||<校训>|||?x¥清华大学的校训是什么？¥'<厚德载物_（成语）>'	'<自强不息>'¥1.0
9¥0.86713946¥"?y|||<中国内地高校>|||""清华大学""	?y|||<中国内地高校>|||?x"¥清华大学的校训是什么？¥"'""北京大学""'	'""清华大学""'"¥0.0
10¥0.9999466999999999¥?y|||<父亲>|||<严嵩>	?y|||<别称>|||?x¥严嵩的儿子人称？¥'<严东楼>'¥1.0
10¥0.9999329¥<严嵩>|||<儿子>|||?y	?y|||<别称>|||?x¥严嵩的儿子人称？¥'<严东楼>'¥1.0
10¥0.9999043¥<严嵩>|||<儿子>|||?y	?y|||<本名>|||?x¥严嵩的儿子人称？¥"'""严世蕃""'"¥0.0
11¥0.9999437¥<孙悟空_（古典名著《西游记》中的主角）>|||<兵器>|||?y	?y|||<别名>|||?x¥《西游记》中孙悟空的兵器叫什么？¥"'""灵阳棒、定海神珍铁、""'	'""金箍棒""'"¥0.0
11¥0.9999361999999999¥<孙悟空_（古典名著《西游记》中的主角）>|||<兵器>|||?y	?y|||<中文名>|||?x¥《西游记》中孙悟空的兵器叫什么？¥"'""如意金箍棒""'"¥0.0
11¥0.9999287¥<孙悟空_（古典名著《西游记》中的主角）>|||<兵器>|||?y	?y|||<持有者>|||?x¥《西游记》中孙悟空的兵器叫什么？¥'<孙悟空_（古典名著《西游记》中的主角）>'	'<斗战胜佛_（《奥奇传说》兑钻精灵）>'	'<禹_（夏朝开国君主）>'¥0.0
12¥0.99993604¥<贾兰_（小说《红楼梦》人物）>|||<母亲>|||?y	?y|||<居所>|||?x¥《红楼梦》中贾兰母亲的住所是哪里？¥'<稻香村_（《红楼梦》中的稻香村）>'¥1.0
12¥0.99977636¥<贾兰_（小说《红楼梦》人物）>|||<父亲>|||?y	?y|||<出处>|||?x¥《红楼梦》中贾兰母亲的住所是哪里？¥'<癸酉本>'	'<红楼梦_（中国古典长篇小说四大名著之一）>'¥0.0
12¥0.9992194999999999¥<贾兰_（小说《红楼梦》人物）>|||<父亲>|||?y	?y|||<母亲>|||?x¥《红楼梦》中贾兰母亲的住所是哪里？¥'<王夫人_（古典小说《红楼梦》人物）>'¥0.0
13¥0.9998735999999999¥<李世民_（唐太宗）>|||<年号>|||?x¥唐太宗李世民的年号是什么？¥'<贞观_（汉语词语）>'¥1.0
13¥0.9998952¥?y|||<谥号>|||<李世民_（唐太宗）>	?y|||<年号>|||?x¥唐太宗李世民的年号是什么？¥'<贞观_（汉语词语）>'¥1.0
13¥0.9998536¥<李世民_（唐太宗）>|||<谥号>|||?y	?y|||<年号>|||?x¥唐太宗李世民的年号是什么？¥'<贞观_（汉语词语）>'¥1.0
14¥0.9994065999999999¥<东坡肉>|||<创制人>|||?y	?y|||<谥号>|||?x¥东坡肉的发明人死后谥号为？¥'<文忠_（古代谥号）>'¥1.0
14¥0.9966869¥?y|||<代表作品>|||<东坡肉>	?y|||<逝世日期>|||?x¥东坡肉的发明人死后谥号为？¥"'""1982""'"¥0.0
14¥0.99048126¥<东坡肉>|||<创制人>|||?y	?y|||<字号>|||?x¥东坡肉的发明人死后谥号为？¥'<殷子瞻>'¥0.0
15¥0.9996816999999999¥<贾琏_（小说《红楼梦》人物）>|||<妻妾>|||?x¥《红楼梦》中贾琏妻子的丫鬟是谁？¥"'""尤二姐""'	'""平儿""'	'""王熙凤""'	'""秋桐""'"¥0.0
15¥0.99989295¥?y|||<丈夫>|||<贾琏_（小说《红楼梦》人物）>	?y|||<丫鬟>|||?x¥《红楼梦》中贾琏妻子的丫鬟是谁？¥'<平儿>'¥1.0
15¥0.9996933000000001¥?y|||<丈夫>|||<贾琏_（小说《红楼梦》人物）>	?y|||<姐姐>|||?x¥《红楼梦》中贾琏妻子的丫鬟是谁？¥'<尤氏>'¥0.0
16¥0.9996029000000001¥<乐山大佛>|||<开凿时间>|||?x¥乐山大佛始建于哪一年？¥'<713年>'¥1.0
16¥0.9994441999999999¥"?y|||<主要成就>|||""乐山大佛""	?y|||<年代>|||?x"¥乐山大佛始建于哪一年？¥'<当代_（人类发展历史时间段的定性界定）>'¥0.0
16¥0.5342823¥<乐山大佛>|||<所属国家>|||?y	?y|||<时区>|||?x¥乐山大佛始建于哪一年？¥"'""东八区（北京时间）""'"¥0.0
17¥0.9997851999999999¥<木牛流马_（诸葛亮发明的运粮工具）>|||<发明者>|||?y	?y|||<代表作品>|||?x¥木牛流马的发明者有哪些文学代表作？¥'<出师表_（诸葛亮作品）>'	'<诫子书_（诸葛亮作品）>'	'<隆中对_（文学作品）>'¥1.0
17¥0.9927790000000001¥<木牛流马_（诸葛亮发明的运粮工具）>|||<发明者>|||?x	?x|||<代表作品>|||<出师表_（诸葛亮作品）>¥木牛流马的发明者有哪些文学代表作？¥'<诸葛亮_（三国时期蜀汉丞相）>'¥0.0
17¥0.9925739¥<木牛流马_（诸葛亮发明的运粮工具）>|||<发明者>|||?y	?x|||<代表作品>|||?y¥木牛流马的发明者有哪些文学代表作？¥'<史洪亮>'	'<方军亮>'	'<方国珊>'	'<李法曾_（著名表演艺术家）>'	'<林庆财>'	'<柳林峰>'	'<欧阳明_（中国戏剧家协会会员）>'	'<申凤梅>'	'<陈志安_（中国著名工笔画家）>'	'<韩金晔>'	'<鸣海绘里香>'¥0.0
18¥0.9977111999999999¥<关宁铁骑>|||<创始人>|||?x¥谁创立了关宁铁骑？¥'<孙承宗>'¥1.0
18¥0.9963658999999999¥<关宁铁骑>|||<地位>|||?x¥谁创立了关宁铁骑？¥"'""大明抵御后金的重要防线""'"¥0.0
18¥0.99957657¥"?y|||<中文名>|||""关宁铁骑""	?y|||<创始人>|||?x"¥谁创立了关宁铁骑？¥'<孙承宗>'¥1.0
19¥0.9998559000000001¥<朱棣_（明成祖）>|||<年号>|||?x¥明成祖朱棣的年号是什么？¥'<永乐_（明成祖朱棣年号）>'¥1.0
19¥0.99985975¥?x|||<年号>|||<朱棣_（明成祖）>	?x|||<年号>|||<明朝_（中国历史朝代）>¥明成祖朱棣的年号是什么？¥'<1415年>'¥0.0
19¥0.9998360999999999¥?y|||<年号>|||<朱棣_（明成祖）>	?y|||<年号>|||?x¥明成祖朱棣的年号是什么？¥'<明朝_（中国历史朝代）>'	'<朱棣_（明成祖）>'¥0.0
20¥0.9998461¥<武则天_（中国武周时期女皇帝）>|||<陵寝>|||?x¥武则天的陵寝是？¥'<乾陵_（李治与武则天的合葬墓）>'¥1.0
20¥0.9520818000000001¥?x|||<地理位置>|||<武则天_（中国武周时期女皇帝）>	?x|||<地理位置>|||<位于>¥武则天的陵寝是？¥'<银幕街>'¥0.0
20¥0.8178613¥<武则天_（中国武周时期女皇帝）>|||<信仰>|||?y	?y|||<主要分布区域>|||?x¥武则天的陵寝是？¥'<东亚>'	'<东南亚_（世界地理概念）>'	'<中南半岛>'	'<新加坡>'¥0.0
21¥0.9999271999999999¥<贾环>|||<父亲>|||?y	?y|||<人物原型>|||?x¥《红楼梦》中贾环的父亲的人物原型是谁？¥'<曹頫>'¥1.0
21¥0.9969625¥<贾环>|||<父亲>|||?y	?y|||<登场作品>|||?x¥《红楼梦》中贾环的父亲的人物原型是谁？¥'<红楼梦_（中国古典长篇小说四大名著之一）>'¥0.0
21¥0.99659604¥?x|||<子女>|||<贾环>	?x|||<类型>|||<人物>¥《红楼梦》中贾环的父亲的人物原型是谁？¥'<赵姨娘>'¥0.0
22¥0.9996359¥<负荆请罪>|||<相关典故>|||?x¥"""负荆请罪""说的是谁的故事？"¥'<将相和_（（人教版语文五年级下册第18课））>'¥0.0
22¥0.999524¥<负荆请罪>|||<相关人物>|||?x¥"""负荆请罪""说的是谁的故事？"¥'<廉颇_（战国时期赵国名将）>'	'<蔺相如>'¥0.6666666666666666
22¥0.9923525¥"?y|||<原版名称>|||""负荆请罪""	?y|||<作者>|||?x"¥"""负荆请罪""说的是谁的故事？"¥'<司马迁_（西汉时期文学家、史学家、思想家）>'¥0.0
23¥0.9970325000000001¥"?x|||<地位>|||""战国四大名将之首"""¥战国四大名将之首的外号是？¥'<杀神_（秦武安君白起）>'	'<白起_（战国时期著名将领）>'¥0.6666666666666666
